Reviewer,Review,Review_en,SeparatedSentences,ReviewDate
大島,在一种奇怪的感觉边缘游走,Walking on the edge of a strange feeling.,Walking on the edge of a strange feeling.,2019-04-23 12:58:17
赱馬觀♣,问题既在德尼罗的年龄。许多场与公司年轻员工的对手戏中，他都表现出了明显的疲态迟钝和敷衍。更在于他的表演风格就不适合偏于外在的魅力展示喜剧轻触。剧本在强加魅力光环亲善磁场给他，让他很快成为整个公司的关注焦点，其实观众并没感受到为什么应该如此。,"The problem is both at De Niro's age.In many scenes with the company's young employees, he showed obvious fatigue and perfunctory.What's more, his performance style is not suitable for the appearance of external charm to show comedy touch.The script was imposing a charismatic aura of goodwill on him, making him quickly the focus of the company's attention, but the audience didn't really feel why it should be.","The problem is both at De Niro's age.In many scenes with the company's young employees, he showed obvious fatigue and perfunctory.What's more, his performance style is not suitable for the appearance of external charm to show comedy touch.The script was imposing a charismatic aura of goodwill on him, making him quickly the focus of the company's attention, but the audience didn't really feel why it should be.",2017-11-28 23:43:53
edie,眨眼の演技，高端、大气。为什么出差要营造一些暧昧の悬疑，怕尴尬的我好紧张。感受到社会的进步，真好。,"Blinking acting, high-end, atmospheric.Why travel to create some ambiguous suspense, afraid of embarrassment I am nervous.It's good to feel the progress of society.","Blinking acting, high-end, atmospheric.Why travel to create some ambiguous suspense, afraid of embarrassment I am nervous.It's good to feel the progress of society.",2016-02-08 23:02:53
办公室甜心,哈哈哈 从助理到老板 Anne Hathaway还是穿着那件藏蓝色毛线衫,"Anne Hathaway, from assistant to boss, is still wearing that navy sweater.","Anne Hathaway, from assistant to boss, is still wearing that navy sweater.",2015-12-15 23:03:39
苏乏,与其说比预想中要平庸一些不如说我完全想岔了... 你懂得,"Rather than being more mediocre than expected, I'm completely off the mark.。。 You know what?","Rather than being more mediocre than expected, I'm completely off the mark.。。 You know what?",2016-05-04 17:48:07
嘟嘟熊之父,看看德尼罗，真觉得人年龄到了，整个性格都会变上一轮。,"Looking at De Niro, I really think that when people get old, the whole character will change into a round.","Looking at De Niro, I really think that when people get old, the whole character will change into a round.",2015-10-05 9:54:58
西楼尘,生活亦如打太极，平衡在一招一式的推移，在呼吸吐纳间。温馨的生活小品，适合让心情治愈的圣诞夜。最喜欢的是本和奥斯汀在加班夜里的交谈，柔暖的灯光下，本聊到这是40年前曾经工作的地方，一砖一瓦和窗前的梧桐树都那么熟稔，两人之间的默契也在悄然滋长。遗憾是片子太规矩了，绅士出门以后得带手帕。,"Life is also like playing Tai Chi, balancing in one move, between breathing.A warm little piece of life, suitable for Christmas Eve to heal the mood.Favorite is Ben and Austin in overtime night conversation, warm lights, Ben talked about this is 40 years ago used to work in the place, brick by tile and the paulownia trees in front of the window are so familiar, the tacit understanding between the two is quietly growing.Unfortunately, the film is too formal, and gentlemen must bring handkerchiefs when they go out.","Life is also like playing Tai Chi, balancing in one move, between breathing.A warm little piece of life, suitable for Christmas Eve to heal the mood.Favorite is Ben and Austin in overtime night conversation, warm lights, Ben talked about this is 40 years ago used to work in the place, brick by tile and the paulownia trees in front of the window are so familiar, the tacit understanding between the two is quietly growing.Unfortunately, the film is too formal, and gentlemen must bring handkerchiefs when they go out.",2015-12-25 21:14:54
影毒肥佬,AnneHathaway 罗伯特·德尼罗 安妮·海瑟薇 温情 爱情 成长 四星半先對。又一直譯片名將好莫名， 港名又贏。老當益壯嘅耆英老嘢配公主高貴儷人，給您一大碗超正能量心靈正雞湯， 但有好搞笑，仲要老爺做返本行就係去偷嘢，卻只係為了唔傷老母嘅心， 好心電影有好報。。。,"Anne Hathaway Robert De Niro Anne Hathaway Love grows up four and a half stars first.He has been translating the title of the film inexplicable, Hong Kong name won again.Old and strong old man with princess noble couple, give you a bowl of super positive energy heart chicken soup, but there is a funny, Zhong want your master to do the job is to steal, but only to not hurt the old mother's heart, kind movies have a good return.。。","Anne Hathaway Robert De Niro Anne Hathaway Love grows up four and a half stars first.He has been translating the title of the film inexplicable, Hong Kong name won again.Old and strong old man with princess noble couple, give you a bowl of super positive energy heart chicken soup, but there is a funny, Zhong want your master to do the job is to steal, but only to not hurt the old mother's heart, kind movies have a good return.。。",2015-10-03 16:18:21
阿依达,罗伯特德尼罗的角色情商非常高，可以作为职场教科书的存在（比如如何不awkward地夸老板、注意老板的真实需要、和同事们处理好关系，以及勤勤恳恳做好本职工作等等），不过电影里的大部分事情都有些鸡飞狗跳。。。,"Robert De Niro's EQ is so high that he can be used as a work textbook (how not to warn the boss, pay attention to the boss's real needs, handle relationships with colleagues, and do his job diligently, etc.).。。","Robert De Niro's EQ is so high that he can be used as a work textbook (how not to warn the boss, pay attention to the boss's real needs, handle relationships with colleagues, and do his job diligently, etc.",2021-08-15 12:01:21
阿依达,罗伯特德尼罗的角色情商非常高，可以作为职场教科书的存在（比如如何不awkward地夸老板、注意老板的真实需要、和同事们处理好关系，以及勤勤恳恳做好本职工作等等），不过电影里的大部分事情都有些鸡飞狗跳。。。,"Robert De Niro's EQ is so high that he can be used as a work textbook (how not to warn the boss, pay attention to the boss's real needs, handle relationships with colleagues, and do his job diligently, etc.).。。",).。。,2021-08-15 12:01:21
小A,差点4星。崇拜这种“老习惯”的人，第二产业里有所成就的都是这种风格。戏写得太随意，架子搭得挺好，往里填的肉不够瓷实。以老一辈服务业严谨自律的高管搭配新兴服务业打破教条的女强人作为编故事的出发点还是好的。,"Almost 4 stars. People who admire this ""old habit"" have achieved something in the secondary industry in this style.The play is written too casually, the shelves are well built, and the meat inside is not enough porcelain.It is good to use the old service industry's strict and self-disciplined executives and the new service industry to break the dogma of female strongmen as the starting point for storytelling.",Almost 4 stars.,2016-01-29 19:34:13
